id,lon,lat
5766693114,55.2028362,-3.7270749
2737905006,55.694301599999996,-4.3259219
2710742974,55.4645328,-4.6004604
6808483052,55.462411599999996,-4.632185799999999
8979383052,55.518222699999995,-4.716342399999999
9144642426,55.4628521,-4.5883534
6407473046,55.4584707,-4.6071178999999995
8979071049,55.4408661,-4.624990299999999
3789265673,55.401677899999996,-4.6558733
6424024610,55.487040699999994,-4.6566469999999995
2837273850,55.4787234,-4.6361789
8853622394,47.2887893,-11.5753788
774756612,55.404025999999995,-4.6577155
9424237597,55.8327634,-4.3518869
9377909537,55.4277539,-4.621794899999999
6465820234,55.7581285,-4.3578255
2680146824,55.424183299999996,-4.6202106999999994
763224971,55.6814975,-4.294371
2382367472,55.9412252,-4.5816538
1823150106,55.8710216,-4.317539399999999
8918945215,55.4515265,-4.6127389999999995
9225502478,55.4468945,-4.6248442999999995
1015386300,55.4500762,-4.6171695999999995
9694504144,55.4080474,-4.6340157
8919028964,55.4467891,-4.589683
703804341,55.7411567,-4.3171357
2802795761,55.4441949,-4.6717882
6160079994,55.4690526,-4.6058259999999995
1414446095,55.4989759,-4.7565541
1417314516,55.5156699,-4.760796399999999
306676025,55.4512101,-4.6224099999999995
8979245685,55.6861496,-4.3156662
1422487534,55.525194299999995,-4.679987
5674407381,55.8319477,-4.3433982
6444185859,55.4441481,-4.6253445
6407431231,55.456444299999994,-4.6019232
1167137224,55.4525127,-4.5665119999999995
6417097916,55.4638535,-4.6373267
3814673054,55.4468185,-4.6194535
1874989675,55.7842692,-4.3372797
5503632761,55.202624,-3.7255306
6882602782,55.4939416,-4.656721
3814740052,55.4671546,-4.6591496
6452063901,55.4163305,-4.6170582
1582730834,55.4553486,-4.6231443
6456258172,55.4705018,-4.6563894999999995
6865089630,55.4765697,-4.6908783
6610642488,55.4796671,-4.641984
1414473367,55.482004499999995,-4.7542621
4439460254,55.8312721,-4.3609769
9233918572,55.411530299999995,-4.6573947
8915964748,55.764737399999994,-4.351338999999999
1823150232,55.871372199999996,-4.3201826
1016167082,55.437342699999995,-4.622939
2800262792,55.4781955,-4.637546899999999
6437232101,55.453575699999995,-4.6772601
2674554332,55.4652864,-4.6065267
1823150572,55.2496836,-4.3949256
512533437,55.6838675,-4.2963889
6410450438,55.4655768,-4.6518932
6865089593,55.4578071,-4.6184986
10718697520,56.2709513,-7.142535
303397304,55.516985399999996,-4.7406279
1422481213,55.5140549,-4.7032304
8853622581,47.2966482,-11.577651699999999
6410474960,55.462228499999995,-4.6458015999999995
5318939901,55.759031799999995,-4.324775
5009053119,55.482432599999996,-4.643282699999999
474406729,55.7043301,-4.300466999999999
1418684499,55.518688999999995,-4.7068913
6362216520,55.6623418,-4.2109574
1614295924,55.4906174,-4.7322212
4439726485,55.830024099999996,-4.3561762
9432377601,55.743831,-4.3382951
6864975646,55.7156549,-4.3081119
9596812092,55.728105199999995,-4.3491459
2010836908,55.831058999999996,-4.3526172999999995
6437288434,55.4296115,-4.6723907
6426660992,55.5222219,-4.7158635
6424369388,55.510059,-4.6712793
6864948322,55.4487945,-4.6488059999999995
322469553,55.707021,-4.3218618
9393275037,55.4337266,-4.5817586
10292584035,55.4999548,-4.6118045
302653570,55.6987215,-4.3246481
3149169787,55.2470721,-4.4781031
8853622156,47.3029757,-11.585085999999999
3802965283,55.4721854,-4.7016843999999995
3789283343,55.4821872,-4.7068696
9377894908,55.4306926,-4.6187366
5008955715,55.432244499999996,-4.6089552
3048990090,55.455726,-4.6088002999999995
6424316738,55.4999833,-4.6712786
2330264317,55.750150299999994,-4.3216144
6455980178,55.4577739,-4.5850959
5009053061,55.481601999999995,-4.6424764
3789177276,55.4319868,-4.6163183
2598718591,55.4716823,-4.6660506999999996
6399670987,55.436478,-4.6206967
1417309979,55.462587799999994,-4.6911068
6882671735,55.469445,-4.6332566
1823150339,55.8705569,-4.324197
302655842,55.758361799999996,-4.3402733
305690051,55.48249,-4.7176963999999995
2800274401,55.4776424,-4.6380491
9225502496,55.4415194,-4.6244536
6410365223,55.4477754,-4.623336699999999
6159992149,55.7638335,-4.3451436
10292584106,55.4970426,-4.6132992
9742773175,55.459452,-4.6156175
5766693108,55.204637299999995,-3.7237736999999997
10773916131,53.2975899,-5.4209004
2837276465,55.5193521,-4.7021033
3802965575,55.475611199999996,-4.7023706
9254865701,55.6915026,-4.3104286
2010681425,55.8286015,-4.366218
1864130069,55.469516399999996,-4.639217299999999
6439234490,55.402350899999995,-4.6518996
4337896650,53.6626104,-5.6898653999999995
489533406,55.448462899999996,-4.6240915
9377909533,55.424557799999995,-4.6215418
2837276184,55.4785128,-4.6697179
3802966016,55.4844424,-4.7089167
3135838573,55.708780499999996,-4.2969153
1414446045,55.482245299999995,-4.7497394
303951826,55.528304899999995,-4.6880125
2802855281,55.477137,-4.6390934
2810350512,55.466224399999994,-4.6348218
603623419,52.7341245,-7.00606
7395135773,55.4543817,-4.619167399999999
391837589,55.386245499999994,-4.6258645
9254865683,55.696716599999995,-4.317492
5009053082,55.4815158,-4.6413478
512549632,55.838155799999996,-4.3599454
2724163505,55.738771799999995,-4.3308257
6431930091,55.4618731,-4.5781681999999995
9426976802,55.4630174,-4.6502295
1167175563,55.4527849,-4.6154915999999995
6426787052,55.5227921,-4.7259398
5261581050,55.4557874,-4.6220818999999995
6459924730,55.503391,-4.7659991999999995
7399184431,55.4474522,-4.5975649
6412416894,55.4359871,-4.5909667999999995
9377909600,55.4893885,-4.7712151
2680146941,55.436233699999995,-4.622153099999999
8059177060,55.4269052,-4.6260129
1418603971,55.5235175,-4.723986
6473038380,53.3045335,-5.7510784
2674583333,55.699242,-4.2960107999999995
6459658091,55.495391299999994,-4.7480917
6436782895,55.4577502,-4.6369411
3048990147,55.4524742,-4.611674799999999
9377909527,55.4284737,-4.6208197
1823150559,55.249278999999994,-4.3947004
3038148421,55.825795,-4.3577711
3149158033,55.246066,-4.477378799999999
2010646914,55.8299289,-4.3578608999999995
1198044160,55.4184631,-4.6213405
8853622728,47.2852975,-11.574932299999999
767909478,55.4017665,-4.6530835
3814739978,55.462967899999995,-4.6401224999999995
2382411246,55.869458599999994,-4.318096199999999
2010514718,55.723448299999994,-4.3244628
1167136740,55.4562569,-4.5936843
3029471326,55.433267199999996,-4.5753403
6410450298,55.4678155,-4.6472533
8497813543,55.4439996,-4.6224247
9377922458,55.3833947,-4.6441574999999995
6439636726,55.515082799999995,-4.7601829
3099159235,55.725457999999996,-4.3339758999999995
3397164851,55.6806389,-4.2997739
1823150635,55.2500952,-4.3970762
6437125404,55.4809409,-4.7059959
6410399352,55.4493982,-4.6299094
3048989797,55.457364999999996,-4.5791242
3049013701,55.5145379,-4.7972320999999996
6431456643,55.484830099999996,-4.7520998
2272358943,55.462921699999995,-4.6009929
1167445315,55.462069299999996,-4.6291668999999995
8872321454,55.6983368,-4.3239444
4438709616,55.453319699999994,-4.6310614
9596812031,55.7222418,-4.3370638999999995
1864118244,55.4516621,-4.6762147999999994
5766693111,55.202099,-3.7267593999999997
1414937816,55.4912881,-4.7338552
4336409718,55.240809399999996,-4.3969293
6459915934,55.5089754,-4.7611826
6578722159,55.476538,-4.639413
3265211256,55.683844199999996,-4.2963382
9254752797,55.7144206,-4.3021984
3788303622,55.501417399999994,-4.7369012999999995
6431485787,55.4896957,-4.7596563
10292584158,55.4982841,-4.6104117
2010527450,55.7590173,-4.322133099999999
2598718588,55.463861099999995,-4.6691234999999995
3789177354,55.4192367,-4.6201599
395271743,55.4260224,-4.6614493999999995
6407741269,55.4601766,-4.6335761
439197587,55.6832424,-4.3083024
6882640265,55.4649845,-4.6337190999999995
2680146600,55.4194822,-4.6170517
3397165034,55.7098319,-4.3224193
3190260410,55.415599699999994,-4.661508899999999
6410450325,55.4661887,-4.6486538
6882884321,55.484162299999994,-4.758507
1300071076,55.760275699999994,-4.3270196
6883028201,55.427190499999995,-4.6151159999999996
3148990470,55.7774631,-4.3272791
6160019760,55.4646623,-4.6025018
2353430834,55.4578358,-4.620177099999999
391843429,55.411936,-4.6178058
703804356,55.7422148,-4.3175655
6410256810,55.489000999999995,-4.6591645
2724163681,55.4967379,-4.634593499999999
6882602767,55.4951459,-4.6571127
8853622141,47.289822,-11.583305
1417298052,55.4831303,-4.7142456
6424409180,55.527588599999994,-4.6884976
6882942478,55.450707699999995,-4.6204246
8872480244,55.4495357,-4.5855374
3070490146,55.6847332,-4.3124239
3265211267,55.684465599999996,-4.2967522
5503632654,55.203392199999996,-3.7230152
4337896310,53.674903,-5.6853148
5018718231,55.4739608,-4.6353928
2010714277,55.8419552,-4.3630112
474413954,55.705862599999996,-4.307023099999999
6407741282,55.460566,-4.632484799999999
6424409311,55.5264325,-4.690949799999999
6456257731,55.470619799999994,-4.6646582
439186320,55.4760225,-4.6401854
3788303786,55.5048283,-4.7378721
6882479779,55.4392326,-4.6744799
8918938654,55.458426499999995,-4.6052384
2997846243,53.660562399999996,-5.690722699999999
6564426325,55.485414899999995,-4.6512274
6399660691,55.414419499999994,-4.6182424
9379482947,55.4229686,-4.6164277
2837275939,55.5027555,-4.6666807
302653660,55.7160539,-4.3275114
6456310553,55.5201615,-4.6876571
1167445365,55.4592538,-4.6352603
6160009831,55.4587456,-4.5952402999999995
6410256833,55.4900792,-4.6603300999999995
3789245040,55.4874009,-4.6551288
2053347640,55.453007799999995,-4.5868715
302655835,55.7591776,-4.3380006
6864948362,55.471827499999996,-4.691779299999999
2837276201,55.5097895,-4.670675999999999
1418695373,55.4540788,-4.6791332
2598713545,55.5190796,-4.6933072
8918620228,55.4519248,-4.6749450999999995
5091908844,51.159988,-10.119472499999999
3814672988,55.4535315,-4.6096588999999994
6431443314,55.483258199999995,-4.7498711
3397165157,55.7135782,-4.3266344
1417298000,55.479394199999994,-4.7058233
6882645562,55.4752753,-4.6398885
6456370440,55.5194896,-4.6934571
1874989860,55.7839366,-4.3369534
2800272934,55.4759591,-4.6401169
2680146885,55.4195114,-4.6209621
3788303945,55.5031147,-4.7432788
795684802,53.2919765,-5.4187845
