DATE,bop_diff,xch_diff,ir_diff,inf_diff,m2_diff
2017-02-01,-0.02719141666666669,-2.5561680683949843,0.0,26.505071520898582,-2.379411936287149
2017-03-01,-0.02719141666666669,-2.7774553622637086,0.0,13.845343259256476,2.835243112673589
2017-04-01,-0.02719141666666669,-3.2755395267171616,0.0,11.210107536028142,-4.555137631484092
2017-05-01,-0.02719141666666669,0.9339073792289468,0.0,-61.576650085803095,-0.4372978205859247
2017-06-01,-0.02719141666666669,1.048007915169601,0.0,-18.529658801103533,6.0650446381605505
2017-07-01,-0.02719141666666669,5.916831513814583,4.0,37.37363399479075,4.0900942113051135
2017-08-01,-0.02719141666666669,1.9944217051279491,0.0,-21.063381892204788,2.5972860569676564
2017-09-01,-0.02719141666666669,-2.016773901324289,0.0,30.20275089569236,-0.12295478088420933
2017-10-01,-0.02719141666666669,-1.2511730864131823,0.0,-22.558525464430172,-0.41882555409499733
2017-11-01,-0.02719141666666669,-1.242978641065724,0.0,-9.672492449989635,3.1962279245740746
2017-12-01,-0.02719141666666669,-2.532689092516455,0.0,82.6337204490035,12.910250575548082
2018-01-01,-0.02719141666666669,8.413656433239566,0.0,-58.104220402794724,-0.14253998569771317
2018-02-01,0.36527283333333305,2.7422522211633567,0.0,31.955928742248446,-3.9419643337292682
2018-03-01,0.36527283333333394,-0.7810998725474161,0.0,-3.27634346762911,2.0751607925436915
2018-04-01,0.36527283333333305,-3.574152193866446,0.0,15.699980266538894,-0.10986172738957373
2018-05-01,0.36527283333333305,10.10977303249905,0.0,-27.746292674123374,7.477867542265882
2018-06-01,0.3652728333333335,6.526031861240292,0.0,58.80546870000005,10.975630219478298
2018-07-01,0.3652728333333335,0.5207877443615524,19.78,-18.627417414806477,-7.511109344283031
2018-08-01,0.36527283333333305,2.119899246980531,0.0,22.634260260962687,0.0
2018-09-01,0.3652728333333335,18.083301005715242,0.0,51.87982085140861,0.0
2018-10-01,0.3652728333333335,-5.67543363250373,0.0,-19.221959444506044,0.0
2018-11-01,0.36527283333333305,-6.0195876258102095,0.0,-53.63733778982983,0.0
2018-12-01,0.36527283333333305,0.6490336481896892,0.0,-20.463293703680716,0.0
2019-01-01,0.36527283333333427,-2.224481968102552,0.0,12.302326400047722,0.0
2019-02-01,0.1232468333333333,-0.4524676792752406,0.0,25.90526415131007,0.0
2019-03-01,0.12324683333333342,1.773388206367566,0.0,21.72867508419295,0.0
2019-04-01,0.1232468333333333,1.5071949596193568,0.0,-30.636363213203005,0.0
2019-05-01,0.12324683333333336,-0.5542922238793693,0.0,-11.872537247741324,0.0
2019-06-01,0.12324683333333336,-3.6060900569097916,0.0,-11.82125467629894,0.0
2019-07-01,0.1232468333333333,-4.587063966236082,8.469999999999999,-21.241162364396825,0.0
2019-08-01,0.12324683333333342,13.868940025687229,0.0,58.72374504457161,0.0
2019-09-01,0.1232468333333333,2.1542543750710546,0.0,39.77951398338273,0.0
2019-10-01,0.1232468333333333,0.5566274273321774,0.0,-58.05738786016158,0.0
2019-11-01,0.12324683333333342,-1.6923398946395558,0.0,25.60406242862831,0.0
2019-12-01,0.12324683333333342,-2.532308501522124,0.0,-12.790962381629445,0.0
2020-01-01,0.12324683333333308,-1.2475875080450902,0.0,-50.786036885370564,0.0
